epoch, epoch_psnr_avg, epoch_losses_avg 
762, 32.3468, 0.023617
763, 32.3372, 0.023226
764, 32.3362, 0.023460
765, 32.3391, 0.023452
766, 32.3409, 0.023520
767, 32.3499, 0.022995
768, 32.3632, 0.023281
769, 32.3411, 0.023618
770, 32.3407, 0.023353
771, 32.3364, 0.023173
772, 32.3525, 0.023629
773, 32.3597, 0.023276
774, 32.3339, 0.023151
775, 32.3686, 0.022997
776, 32.3630, 0.023234
777, 32.3133, 0.023457
778, 32.3410, 0.023294
779, 32.3324, 0.023707
780, 32.3166, 0.023250
781, 32.3106, 0.023674
782, 32.3163, 0.023458
783, 32.3314, 0.023133
784, 32.3506, 0.023598
785, 32.3333, 0.023281
786, 32.3231, 0.023506
787, 32.3486, 0.023394
788, 32.3276, 0.023298
789, 32.3604, 0.023523
790, 32.3530, 0.023636
791, 32.3491, 0.023611
792, 32.3327, 0.023597
793, 32.3409, 0.023668
794, 32.3667, 0.023519
795, 32.3347, 0.023202
796, 32.3521, 0.023303
797, 32.3505, 0.023406
798, 32.3482, 0.023102
799, 32.3496, 0.023197
800, 32.3291, 0.023597
